serialNumber,macAddress,type,registrationStatus,accessToken,desiredConfigurationTemplate,desiredConfigurationMd5,desiredConfigurationSize
ECRX3623000047,000BC2171422,P300,ACTIVATED,00185803000bc2171422,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000048,000BC2171423,P300,ACTIVATED,00185803000bc2171423,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000049,000BC2171424,P300,ACTIVATED,00185803000bc2171424,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000050,000BC2171425,P300,ACTIVATED,00185803000bc2171425,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000051,000BC2171426,P300,ACTIVATED,00185803000bc2171426,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000052,000BC2171427,P300,ACTIVATED,00185803000bc2171427,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000053,000BC2171428,P300,ACTIVATED,00185803000bc2171428,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000054,000BC2171429,P300,ACTIVATED,00185803000bc2171429,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000055,000BC217142A,P300,ACTIVATED,00185803000bc217142a,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000056,000BC217142B,P300,ACTIVATED,00185803000bc217142b,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000057,000BC217142C,P300,ACTIVATED,00185803000bc217142c,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000058,000BC217142D,P300,ACTIVATED,00185803000bc217142d,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000059,000BC217142E,P300,ACTIVATED,00185803000bc217142e,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000060,000BC217142F,P300,ACTIVATED,00185803000bc217142f,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000061,000BC2171430,P300,ACTIVATED,00185803000bc2171430,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000062,000BC2171431,P300,ACTIVATED,00185803000bc2171431,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000063,000BC2171432,P300,ACTIVATED,00185803000bc2171432,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000064,000BC2171433,P300,ACTIVATED,00185803000bc2171433,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000065,000BC2171434,P300,ACTIVATED,00185803000bc2171434,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000066,000BC2171435,P300,ACTIVATED,00185803000bc2171435,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000067,000BC2171436,P300,ACTIVATED,00185803000bc2171436,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000068,000BC2171437,P300,ACTIVATED,00185803000bc2171437,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000069,000BC2171438,P300,ACTIVATED,00185803000bc2171438,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000070,000BC2171439,P300,ACTIVATED,00185803000bc2171439,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000071,000BC217143A,P300,ACTIVATED,00185803000bc217143a,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000072,000BC217143B,P300,ACTIVATED,00185803000bc217143b,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000073,000BC217143C,P300,ACTIVATED,00185803000bc217143c,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000074,000BC217143D,P300,ACTIVATED,00185803000bc217143d,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000075,000BC217143E,P300,ACTIVATED,00185803000bc217143e,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000076,000BC217143F,P300,ACTIVATED,00185803000bc217143f,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000077,000BC2171440,P300,ACTIVATED,00185803000bc2171440,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000078,000BC2171441,P300,ACTIVATED,00185803000bc2171441,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000079,000BC2171442,P300,ACTIVATED,00185803000bc2171442,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000080,000BC2171443,P300,ACTIVATED,00185803000bc2171443,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000081,000BC2171444,P300,ACTIVATED,00185803000bc2171444,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000082,000BC2171445,P300,ACTIVATED,00185803000bc2171445,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000083,000BC2171446,P300,ACTIVATED,00185803000bc2171446,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000084,000BC2171447,P300,ACTIVATED,00185803000bc2171447,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000085,000BC2171448,P300,ACTIVATED,00185803000bc2171448,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000086,000BC2171449,P300,ACTIVATED,00185803000bc2171449,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000087,000BC217144A,P300,ACTIVATED,00185803000bc217144a,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000088,000BC217144B,P300,ACTIVATED,00185803000bc217144b,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000089,000BC217144C,P300,ACTIVATED,00185803000bc217144c,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000090,000BC217144D,P300,ACTIVATED,00185803000bc217144d,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000091,000BC217144E,P300,ACTIVATED,00185803000bc217144e,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000092,000BC217144F,P300,ACTIVATED,00185803000bc217144f,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000093,000BC2171450,P300,ACTIVATED,00185803000bc2171450,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000094,000BC2171451,P300,ACTIVATED,00185803000bc2171451,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000095,000BC2171452,P300,ACTIVATED,00185803000bc2171452,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000096,000BC2171453,P300,ACTIVATED,00185803000bc2171453,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000097,000BC2171454,P300,ACTIVATED,00185803000bc2171454,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000098,000BC2171455,P300,ACTIVATED,00185803000bc2171455,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000099,000BC2171456,P300,ACTIVATED,00185803000bc2171456,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000100,000BC2171457,P300,ACTIVATED,00185803000bc2171457,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000101,000BC2171458,P300,ACTIVATED,00185803000bc2171458,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000102,000BC2171459,P300,ACTIVATED,00185803000bc2171459,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000103,000BC217145A,P300,ACTIVATED,00185803000bc217145a,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000104,000BC217145B,P300,ACTIVATED,00185803000bc217145b,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000105,000BC217145C,P300,ACTIVATED,00185803000bc217145c,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000106,000BC217145D,P300,ACTIVATED,00185803000bc217145d,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000107,000BC217145E,P300,ACTIVATED,00185803000bc217145e,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000108,000BC217145F,P300,ACTIVATED,00185803000bc217145f,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000109,000BC2171460,P300,ACTIVATED,00185803000bc2171460,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000110,000BC2171461,P300,ACTIVATED,00185803000bc2171461,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000111,000BC2171462,P300,ACTIVATED,00185803000bc2171462,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000112,000BC2171463,P300,ACTIVATED,00185803000bc2171463,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000113,000BC2171464,P300,ACTIVATED,00185803000bc2171464,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000114,000BC2171465,P300,ACTIVATED,00185803000bc2171465,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000115,000BC2171466,P300,ACTIVATED,00185803000bc2171466,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000116,000BC2171467,P300,ACTIVATED,00185803000bc2171467,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000117,000BC2171468,P300,ACTIVATED,00185803000bc2171468,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000118,000BC2171469,P300,ACTIVATED,00185803000bc2171469,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000119,000BC217146A,P300,ACTIVATED,00185803000bc217146a,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000120,000BC217146B,P300,ACTIVATED,00185803000bc217146b,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000121,000BC217146C,P300,ACTIVATED,00185803000bc217146c,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000122,000BC217146D,P300,ACTIVATED,00185803000bc217146d,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX3623000123,000BC217146E,P300,ACTIVATED,00185803000bc217146e,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000003,000BC216FDB6,P300,ACTIVATED,00185803000bc216fdb6,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000007,000BC216FDBA,P300,ACTIVATED,00185803000bc216fdba,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000009,000BC216FDBC,P300,ACTIVATED,00185803000bc216fdbc,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000011,000BC216FDBE,P300,ACTIVATED,00185803000bc216fdbe,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000012,000BC216FDBF,P300,ACTIVATED,00185803000bc216fdbf,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000014,000BC216FDC1,P300,ACTIVATED,00185803000bc216fdc1,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000015,000BC216FDC2,P300,ACTIVATED,00185803000bc216fdc2,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000023,000BC216FDCA,P300,ACTIVATED,00185803000bc216fdca,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000027,000BC216FDCE,P300,ACTIVATED,00185803000bc216fdce,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000031,000BC216FDD2,P300,ACTIVATED,00185803000bc216fdd2,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000033,000BC216FDD4,P300,ACTIVATED,00185803000bc216fdd4,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000036,000BC216FDD7,P300,ACTIVATED,00185803000bc216fdd7,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000056,000BC216FDEB,P300,ACTIVATED,00185803000bc216fdeb,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000057,000BC216FDEC,P300,ACTIVATED,00185803000bc216fdec,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000059,000BC216FDEE,P300,ACTIVATED,00185803000bc216fdee,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000062,000BC216FDF1,P300,ACTIVATED,00185803000bc216fdf1,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000064,000BC216FDF3,P300,ACTIVATED,00185803000bc216fdf3,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000066,000BC216FDF5,P300,ACTIVATED,00185803000bc216fdf5,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000069,000BC216FDF8,P300,ACTIVATED,00185803000bc216fdf8,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000070,000BC216FDF9,P300,ACTIVATED,00185803000bc216fdf9,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000074,000BC216FDFD,P300,ACTIVATED,00185803000bc216fdfd,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000076,000BC216FDFF,P300,ACTIVATED,00185803000bc216fdff,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000083,000BC216FE06,P300,ACTIVATED,00185803000bc216fe06,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000085,000BC216FE08,P300,ACTIVATED,00185803000bc216fe08,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
ECRX1823000087,000BC216FE0A,P300,ACTIVATED,00185803000bc216fe0a,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
